forecast_execution_date_ept,forecast_date,forecast_gen_outage_mw_rto,forecast_gen_outage_mw_west,forecast_gen_outage_mw_other
1/28/2024 12:00:00 AM,4/27/2024 12:00:00 AM,36376,18036,18340
1/28/2024 12:00:00 AM,4/28/2024 12:00:00 AM,34400,16618,17782
1/27/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1522,118,1404
1/27/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1570,118,1452
1/27/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1567,115,1452
1/27/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1719,115,1604
1/27/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1719,115,1604
1/27/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/27/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/27/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/27/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/27/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/27/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/27/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/27/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/27/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/27/2024 12:00:00 AM,2/11/2024 12:00:00 AM,2399,26,2373
1/27/2024 12:00:00 AM,2/12/2024 12:00:00 AM,3391,26,3365
1/27/2024 12:00:00 AM,2/13/2024 12:00:00 AM,3388,23,3365
1/27/2024 12:00:00 AM,2/14/2024 12:00:00 AM,3388,23,3365
1/27/2024 12:00:00 AM,2/15/2024 12:00:00 AM,3388,23,3365
1/27/2024 12:00:00 AM,2/16/2024 12:00:00 AM,3221,26,3195
1/27/2024 12:00:00 AM,2/17/2024 12:00:00 AM,3433,251,3182
1/27/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3433,251,3182
1/27/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4677,1432,3245
1/27/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5910,2121,3789
1/27/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5952,2121,3831
1/27/2024 12:00:00 AM,2/22/2024 12:00:00 AM,5910,2121,3789
1/27/2024 12:00:00 AM,2/23/2024 12:00:00 AM,6219,2309,3910
1/27/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7495,2309,5186
1/27/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7505,2319,5186
1/27/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7663,2319,5344
1/27/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7635,2316,5319
1/27/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7635,2316,5319
1/27/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7635,2316,5319
1/27/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8920,2660,6260
1/27/2024 12:00:00 AM,3/2/2024 12:00:00 AM,9067,2687,6380
1/27/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10765,3807,6958
1/27/2024 12:00:00 AM,3/4/2024 12:00:00 AM,12918,3807,9111
1/27/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12945,3834,9111
1/27/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12944,4594,8350
1/27/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12944,4594,8350
1/27/2024 12:00:00 AM,3/8/2024 12:00:00 AM,13148,4747,8401
1/27/2024 12:00:00 AM,3/9/2024 12:00:00 AM,17069,8063,9006
1/27/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17682,7700,9982
1/27/2024 12:00:00 AM,3/11/2024 12:00:00 AM,18007,7700,10307
1/27/2024 12:00:00 AM,3/12/2024 12:00:00 AM,18004,7697,10307
1/27/2024 12:00:00 AM,3/13/2024 12:00:00 AM,17822,7697,10125
1/27/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17444,7697,9747
1/27/2024 12:00:00 AM,3/15/2024 12:00:00 AM,17814,8004,9810
1/27/2024 12:00:00 AM,3/16/2024 12:00:00 AM,20064,8819,11245
1/27/2024 12:00:00 AM,3/17/2024 12:00:00 AM,21468,9216,12252
1/27/2024 12:00:00 AM,3/18/2024 12:00:00 AM,22504,10056,12448
1/27/2024 12:00:00 AM,3/19/2024 12:00:00 AM,22016,9850,12166
1/27/2024 12:00:00 AM,3/20/2024 12:00:00 AM,21465,9850,11615
1/27/2024 12:00:00 AM,3/21/2024 12:00:00 AM,20906,9773,11133
1/27/2024 12:00:00 AM,3/22/2024 12:00:00 AM,21316,9820,11496
1/27/2024 12:00:00 AM,3/23/2024 12:00:00 AM,24819,11145,13674
1/27/2024 12:00:00 AM,3/24/2024 12:00:00 AM,25999,11945,14054
1/27/2024 12:00:00 AM,3/25/2024 12:00:00 AM,26469,12034,14435
1/27/2024 12:00:00 AM,3/26/2024 12:00:00 AM,26299,12028,14271
1/27/2024 12:00:00 AM,3/27/2024 12:00:00 AM,25359,11178,14181
1/27/2024 12:00:00 AM,3/28/2024 12:00:00 AM,25165,10993,14172
1/27/2024 12:00:00 AM,3/29/2024 12:00:00 AM,24151,9411,14740
1/27/2024 12:00:00 AM,3/30/2024 12:00:00 AM,27032,11434,15598
1/27/2024 12:00:00 AM,3/31/2024 12:00:00 AM,28466,12674,15792
1/27/2024 12:00:00 AM,4/1/2024 12:00:00 AM,29646,13355,16291
1/27/2024 12:00:00 AM,4/2/2024 12:00:00 AM,28669,13453,15216
1/27/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29224,13357,15867
1/27/2024 12:00:00 AM,4/4/2024 12:00:00 AM,29348,13337,16011
1/27/2024 12:00:00 AM,4/5/2024 12:00:00 AM,29518,13616,15902
1/27/2024 12:00:00 AM,4/6/2024 12:00:00 AM,36512,17800,18712
1/27/2024 12:00:00 AM,4/7/2024 12:00:00 AM,39567,19660,19907
1/27/2024 12:00:00 AM,4/8/2024 12:00:00 AM,39345,18061,21284
1/27/2024 12:00:00 AM,4/9/2024 12:00:00 AM,39960,18717,21243
1/27/2024 12:00:00 AM,4/10/2024 12:00:00 AM,40845,20201,20644
1/27/2024 12:00:00 AM,4/11/2024 12:00:00 AM,40035,20237,19798
1/27/2024 12:00:00 AM,4/12/2024 12:00:00 AM,43489,20861,22628
1/27/2024 12:00:00 AM,4/13/2024 12:00:00 AM,46187,22908,23279
1/27/2024 12:00:00 AM,4/14/2024 12:00:00 AM,46899,24173,22726
1/27/2024 12:00:00 AM,4/15/2024 12:00:00 AM,47254,24939,22315
1/27/2024 12:00:00 AM,4/16/2024 12:00:00 AM,44863,25105,19758
1/27/2024 12:00:00 AM,4/17/2024 12:00:00 AM,43417,25043,18374
1/27/2024 12:00:00 AM,4/18/2024 12:00:00 AM,42512,24138,18374
1/27/2024 12:00:00 AM,4/19/2024 12:00:00 AM,41993,22899,19094
1/27/2024 12:00:00 AM,4/20/2024 12:00:00 AM,43380,22529,20851
1/27/2024 12:00:00 AM,4/21/2024 12:00:00 AM,42253,21952,20301
1/27/2024 12:00:00 AM,4/22/2024 12:00:00 AM,40604,21534,19070
1/27/2024 12:00:00 AM,4/23/2024 12:00:00 AM,34231,16252,17979
1/27/2024 12:00:00 AM,4/24/2024 12:00:00 AM,33369,15497,17872
1/27/2024 12:00:00 AM,4/25/2024 12:00:00 AM,33580,16239,17341
1/27/2024 12:00:00 AM,4/26/2024 12:00:00 AM,33537,15911,17626
1/27/2024 12:00:00 AM,4/27/2024 12:00:00 AM,36376,18036,18340
1/26/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1522,118,1404
1/26/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1522,118,1404
1/26/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1570,118,1452
1/26/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1567,115,1452
1/26/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1719,115,1604
1/26/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1719,115,1604
1/26/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/26/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/26/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/26/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/26/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/26/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/26/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/26/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/26/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/26/2024 12:00:00 AM,2/11/2024 12:00:00 AM,2399,26,2373
1/26/2024 12:00:00 AM,2/12/2024 12:00:00 AM,3391,26,3365
1/26/2024 12:00:00 AM,2/13/2024 12:00:00 AM,3388,23,3365
1/26/2024 12:00:00 AM,2/14/2024 12:00:00 AM,3388,23,3365
1/26/2024 12:00:00 AM,2/15/2024 12:00:00 AM,3388,23,3365
1/26/2024 12:00:00 AM,2/16/2024 12:00:00 AM,3221,26,3195
1/26/2024 12:00:00 AM,2/17/2024 12:00:00 AM,3433,251,3182
1/26/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3433,251,3182
1/26/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4677,1432,3245
1/26/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5910,2121,3789
1/26/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5952,2121,3831
1/26/2024 12:00:00 AM,2/22/2024 12:00:00 AM,6049,2121,3928
1/26/2024 12:00:00 AM,2/23/2024 12:00:00 AM,6219,2309,3910
1/26/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7495,2309,5186
1/26/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7505,2319,5186
1/26/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7663,2319,5344
1/26/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7635,2316,5319
1/26/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7635,2316,5319
1/26/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7635,2316,5319
1/26/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8920,2660,6260
1/26/2024 12:00:00 AM,3/2/2024 12:00:00 AM,9067,2687,6380
1/26/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10765,3807,6958
1/26/2024 12:00:00 AM,3/4/2024 12:00:00 AM,12705,3807,8898
1/26/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12732,3834,8898
1/26/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12731,4594,8137
1/26/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12731,4594,8137
1/26/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12935,4747,8188
1/26/2024 12:00:00 AM,3/9/2024 12:00:00 AM,16856,8063,8793
1/26/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17469,7700,9769
1/26/2024 12:00:00 AM,3/11/2024 12:00:00 AM,17794,7700,10094
1/26/2024 12:00:00 AM,3/12/2024 12:00:00 AM,17791,7697,10094
1/26/2024 12:00:00 AM,3/13/2024 12:00:00 AM,17609,7697,9912
1/26/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17231,7697,9534
1/26/2024 12:00:00 AM,3/15/2024 12:00:00 AM,17601,8004,9597
1/26/2024 12:00:00 AM,3/16/2024 12:00:00 AM,19851,8819,11032
1/26/2024 12:00:00 AM,3/17/2024 12:00:00 AM,21255,9216,12039
1/26/2024 12:00:00 AM,3/18/2024 12:00:00 AM,22291,10056,12235
1/26/2024 12:00:00 AM,3/19/2024 12:00:00 AM,21664,9850,11814
1/26/2024 12:00:00 AM,3/20/2024 12:00:00 AM,21252,9850,11402
1/26/2024 12:00:00 AM,3/21/2024 12:00:00 AM,20693,9773,10920
1/26/2024 12:00:00 AM,3/22/2024 12:00:00 AM,21103,9820,11283
1/26/2024 12:00:00 AM,3/23/2024 12:00:00 AM,24606,11145,13461
1/26/2024 12:00:00 AM,3/24/2024 12:00:00 AM,25786,11945,13841
1/26/2024 12:00:00 AM,3/25/2024 12:00:00 AM,26256,12034,14222
1/26/2024 12:00:00 AM,3/26/2024 12:00:00 AM,25939,11881,14058
1/26/2024 12:00:00 AM,3/27/2024 12:00:00 AM,24999,11031,13968
1/26/2024 12:00:00 AM,3/28/2024 12:00:00 AM,24805,10846,13959
1/26/2024 12:00:00 AM,3/29/2024 12:00:00 AM,23938,9411,14527
1/26/2024 12:00:00 AM,3/30/2024 12:00:00 AM,27032,11434,15598
1/26/2024 12:00:00 AM,3/31/2024 12:00:00 AM,28466,12674,15792
1/26/2024 12:00:00 AM,4/1/2024 12:00:00 AM,29646,13355,16291
1/26/2024 12:00:00 AM,4/2/2024 12:00:00 AM,28669,13453,15216
1/26/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29224,13357,15867
1/26/2024 12:00:00 AM,4/4/2024 12:00:00 AM,29348,13337,16011
1/26/2024 12:00:00 AM,4/5/2024 12:00:00 AM,29518,13616,15902
1/26/2024 12:00:00 AM,4/6/2024 12:00:00 AM,36512,17800,18712
1/26/2024 12:00:00 AM,4/7/2024 12:00:00 AM,39567,19660,19907
1/26/2024 12:00:00 AM,4/8/2024 12:00:00 AM,39345,18061,21284
1/26/2024 12:00:00 AM,4/9/2024 12:00:00 AM,40105,18862,21243
1/26/2024 12:00:00 AM,4/10/2024 12:00:00 AM,40990,20346,20644
1/26/2024 12:00:00 AM,4/11/2024 12:00:00 AM,40180,20382,19798
1/26/2024 12:00:00 AM,4/12/2024 12:00:00 AM,43489,20861,22628
1/26/2024 12:00:00 AM,4/13/2024 12:00:00 AM,46187,22908,23279
1/26/2024 12:00:00 AM,4/14/2024 12:00:00 AM,46899,24173,22726
1/26/2024 12:00:00 AM,4/15/2024 12:00:00 AM,47254,24939,22315
1/26/2024 12:00:00 AM,4/16/2024 12:00:00 AM,44863,25105,19758
1/26/2024 12:00:00 AM,4/17/2024 12:00:00 AM,43417,25043,18374
1/26/2024 12:00:00 AM,4/18/2024 12:00:00 AM,42512,24138,18374
1/26/2024 12:00:00 AM,4/19/2024 12:00:00 AM,41993,22899,19094
1/26/2024 12:00:00 AM,4/20/2024 12:00:00 AM,43380,22529,20851
1/26/2024 12:00:00 AM,4/21/2024 12:00:00 AM,42253,21952,20301
1/26/2024 12:00:00 AM,4/22/2024 12:00:00 AM,40604,21534,19070
1/26/2024 12:00:00 AM,4/23/2024 12:00:00 AM,34231,16252,17979
1/26/2024 12:00:00 AM,4/24/2024 12:00:00 AM,33369,15497,17872
1/26/2024 12:00:00 AM,4/25/2024 12:00:00 AM,33580,16239,17341
1/26/2024 12:00:00 AM,4/26/2024 12:00:00 AM,33537,15911,17626
1/25/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1522,118,1404
1/25/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1522,118,1404
1/25/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1522,118,1404
1/25/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1570,118,1452
1/25/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1567,115,1452
1/25/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1719,115,1604
1/25/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1719,115,1604
1/25/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/25/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/25/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/25/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/25/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/25/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/25/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/25/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/25/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/25/2024 12:00:00 AM,2/11/2024 12:00:00 AM,2399,26,2373
1/25/2024 12:00:00 AM,2/12/2024 12:00:00 AM,3391,26,3365
1/25/2024 12:00:00 AM,2/13/2024 12:00:00 AM,3388,23,3365
1/25/2024 12:00:00 AM,2/14/2024 12:00:00 AM,3388,23,3365
1/25/2024 12:00:00 AM,2/15/2024 12:00:00 AM,3388,23,3365
1/25/2024 12:00:00 AM,2/16/2024 12:00:00 AM,3221,26,3195
1/25/2024 12:00:00 AM,2/17/2024 12:00:00 AM,3433,251,3182
1/25/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3433,251,3182
1/25/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4677,1432,3245
1/25/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5910,2121,3789
1/25/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5952,2121,3831
1/25/2024 12:00:00 AM,2/22/2024 12:00:00 AM,6049,2121,3928
1/25/2024 12:00:00 AM,2/23/2024 12:00:00 AM,6219,2309,3910
1/25/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7495,2309,5186
1/25/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7505,2319,5186
1/25/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7663,2319,5344
1/25/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7635,2316,5319
1/25/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7635,2316,5319
1/25/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7635,2316,5319
1/25/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8920,2660,6260
1/25/2024 12:00:00 AM,3/2/2024 12:00:00 AM,9067,2687,6380
1/25/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10765,3807,6958
1/25/2024 12:00:00 AM,3/4/2024 12:00:00 AM,12705,3807,8898
1/25/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12732,3834,8898
1/25/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12731,4594,8137
1/25/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12731,4594,8137
1/25/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12935,4747,8188
1/25/2024 12:00:00 AM,3/9/2024 12:00:00 AM,16856,8063,8793
1/25/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17469,7700,9769
1/25/2024 12:00:00 AM,3/11/2024 12:00:00 AM,17794,7700,10094
1/25/2024 12:00:00 AM,3/12/2024 12:00:00 AM,17791,7697,10094
1/25/2024 12:00:00 AM,3/13/2024 12:00:00 AM,17609,7697,9912
1/25/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17231,7697,9534
1/25/2024 12:00:00 AM,3/15/2024 12:00:00 AM,17601,8004,9597
1/25/2024 12:00:00 AM,3/16/2024 12:00:00 AM,19851,8819,11032
1/25/2024 12:00:00 AM,3/17/2024 12:00:00 AM,21255,9216,12039
1/25/2024 12:00:00 AM,3/18/2024 12:00:00 AM,22291,10056,12235
1/25/2024 12:00:00 AM,3/19/2024 12:00:00 AM,21664,9850,11814
1/25/2024 12:00:00 AM,3/20/2024 12:00:00 AM,21252,9850,11402
1/25/2024 12:00:00 AM,3/21/2024 12:00:00 AM,20693,9773,10920
1/25/2024 12:00:00 AM,3/22/2024 12:00:00 AM,21103,9820,11283
1/25/2024 12:00:00 AM,3/23/2024 12:00:00 AM,24606,11145,13461
1/25/2024 12:00:00 AM,3/24/2024 12:00:00 AM,25786,11945,13841
1/25/2024 12:00:00 AM,3/25/2024 12:00:00 AM,26256,12034,14222
1/25/2024 12:00:00 AM,3/26/2024 12:00:00 AM,25939,11881,14058
1/25/2024 12:00:00 AM,3/27/2024 12:00:00 AM,24999,11031,13968
1/25/2024 12:00:00 AM,3/28/2024 12:00:00 AM,24805,10846,13959
1/25/2024 12:00:00 AM,3/29/2024 12:00:00 AM,23938,9411,14527
1/25/2024 12:00:00 AM,3/30/2024 12:00:00 AM,27032,11434,15598
1/25/2024 12:00:00 AM,3/31/2024 12:00:00 AM,28466,12674,15792
1/25/2024 12:00:00 AM,4/1/2024 12:00:00 AM,29626,13355,16271
1/25/2024 12:00:00 AM,4/2/2024 12:00:00 AM,28649,13453,15196
1/25/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29204,13357,15847
1/25/2024 12:00:00 AM,4/4/2024 12:00:00 AM,29328,13337,15991
1/25/2024 12:00:00 AM,4/5/2024 12:00:00 AM,29498,13616,15882
1/25/2024 12:00:00 AM,4/6/2024 12:00:00 AM,36512,17800,18712
1/25/2024 12:00:00 AM,4/7/2024 12:00:00 AM,39567,19660,19907
1/25/2024 12:00:00 AM,4/8/2024 12:00:00 AM,39345,18061,21284
1/25/2024 12:00:00 AM,4/9/2024 12:00:00 AM,40105,18862,21243
1/25/2024 12:00:00 AM,4/10/2024 12:00:00 AM,40990,20346,20644
1/25/2024 12:00:00 AM,4/11/2024 12:00:00 AM,40180,20382,19798
1/25/2024 12:00:00 AM,4/12/2024 12:00:00 AM,43489,20861,22628
1/25/2024 12:00:00 AM,4/13/2024 12:00:00 AM,46095,22816,23279
1/25/2024 12:00:00 AM,4/14/2024 12:00:00 AM,46807,24081,22726
1/25/2024 12:00:00 AM,4/15/2024 12:00:00 AM,47162,24847,22315
1/25/2024 12:00:00 AM,4/16/2024 12:00:00 AM,44771,25013,19758
1/25/2024 12:00:00 AM,4/17/2024 12:00:00 AM,43325,24951,18374
1/25/2024 12:00:00 AM,4/18/2024 12:00:00 AM,42420,24046,18374
1/25/2024 12:00:00 AM,4/19/2024 12:00:00 AM,41901,22807,19094
1/25/2024 12:00:00 AM,4/20/2024 12:00:00 AM,43288,22437,20851
1/25/2024 12:00:00 AM,4/21/2024 12:00:00 AM,42161,21860,20301
1/25/2024 12:00:00 AM,4/22/2024 12:00:00 AM,40512,21442,19070
1/25/2024 12:00:00 AM,4/23/2024 12:00:00 AM,34139,16160,17979
1/25/2024 12:00:00 AM,4/24/2024 12:00:00 AM,33277,15405,17872
1/25/2024 12:00:00 AM,4/25/2024 12:00:00 AM,33488,16147,17341
1/24/2024 12:00:00 AM,1/25/2024 12:00:00 AM,1547,115,1432
1/24/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1522,118,1404
1/24/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1522,118,1404
1/24/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1522,118,1404
1/24/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1570,118,1452
1/24/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1567,115,1452
1/24/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1719,115,1604
1/24/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1719,115,1604
1/24/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/24/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/24/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/24/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/24/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/24/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/24/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/24/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/24/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/24/2024 12:00:00 AM,2/11/2024 12:00:00 AM,2399,26,2373
1/24/2024 12:00:00 AM,2/12/2024 12:00:00 AM,3391,26,3365
1/24/2024 12:00:00 AM,2/13/2024 12:00:00 AM,3388,23,3365
1/24/2024 12:00:00 AM,2/14/2024 12:00:00 AM,3388,23,3365
1/24/2024 12:00:00 AM,2/15/2024 12:00:00 AM,3388,23,3365
1/24/2024 12:00:00 AM,2/16/2024 12:00:00 AM,3221,26,3195
1/24/2024 12:00:00 AM,2/17/2024 12:00:00 AM,3433,251,3182
1/24/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3433,251,3182
1/24/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4677,1432,3245
1/24/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5910,2121,3789
1/24/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5952,2121,3831
