forecast_execution_date_ept,forecast_date,forecast_gen_outage_mw_rto,forecast_gen_outage_mw_west,forecast_gen_outage_mw_other
1/11/2024 12:00:00 AM,3/15/2024 12:00:00 AM,18315,8835,9480
1/11/2024 12:00:00 AM,3/16/2024 12:00:00 AM,21681,10766,10915
1/11/2024 12:00:00 AM,3/17/2024 12:00:00 AM,22925,11003,11922
1/11/2024 12:00:00 AM,3/18/2024 12:00:00 AM,23876,11758,12118
1/11/2024 12:00:00 AM,3/19/2024 12:00:00 AM,22994,11464,11530
1/11/2024 12:00:00 AM,3/20/2024 12:00:00 AM,22799,11375,11424
1/11/2024 12:00:00 AM,3/21/2024 12:00:00 AM,22052,11219,10833
1/11/2024 12:00:00 AM,3/22/2024 12:00:00 AM,22462,11266,11196
1/11/2024 12:00:00 AM,3/23/2024 12:00:00 AM,26214,12895,13319
1/11/2024 12:00:00 AM,3/24/2024 12:00:00 AM,27537,13401,14136
1/11/2024 12:00:00 AM,3/25/2024 12:00:00 AM,28062,13490,14572
1/11/2024 12:00:00 AM,3/26/2024 12:00:00 AM,27745,13337,14408
1/11/2024 12:00:00 AM,3/27/2024 12:00:00 AM,26785,12467,14318
1/11/2024 12:00:00 AM,3/28/2024 12:00:00 AM,26776,12467,14309
1/11/2024 12:00:00 AM,3/29/2024 12:00:00 AM,26056,11179,14877
1/11/2024 12:00:00 AM,3/30/2024 12:00:00 AM,28592,12644,15948
1/11/2024 12:00:00 AM,3/31/2024 12:00:00 AM,30026,13884,16142
1/11/2024 12:00:00 AM,4/1/2024 12:00:00 AM,30426,14322,16104
1/11/2024 12:00:00 AM,4/2/2024 12:00:00 AM,29417,14420,14997
1/11/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29972,14324,15648
1/11/2024 12:00:00 AM,4/4/2024 12:00:00 AM,30746,14304,16442
1/11/2024 12:00:00 AM,4/5/2024 12:00:00 AM,31848,15406,16442
1/11/2024 12:00:00 AM,4/6/2024 12:00:00 AM,38862,19590,19272
1/11/2024 12:00:00 AM,4/7/2024 12:00:00 AM,40715,21740,18975
1/11/2024 12:00:00 AM,4/8/2024 12:00:00 AM,40864,19782,21082
1/11/2024 12:00:00 AM,4/9/2024 12:00:00 AM,41624,20583,21041
1/11/2024 12:00:00 AM,4/10/2024 12:00:00 AM,41806,21364,20442
1/11/2024 12:00:00 AM,4/11/2024 12:00:00 AM,40751,21155,19596
1/10/2024 12:00:00 AM,1/11/2024 12:00:00 AM,2203,23,2180
1/10/2024 12:00:00 AM,1/12/2024 12:00:00 AM,1442,26,1416
1/10/2024 12:00:00 AM,1/13/2024 12:00:00 AM,2147,26,2121
1/10/2024 12:00:00 AM,1/14/2024 12:00:00 AM,2184,26,2158
1/10/2024 12:00:00 AM,1/15/2024 12:00:00 AM,2327,26,2301
1/10/2024 12:00:00 AM,1/16/2024 12:00:00 AM,2324,23,2301
1/10/2024 12:00:00 AM,1/17/2024 12:00:00 AM,2339,23,2316
1/10/2024 12:00:00 AM,1/18/2024 12:00:00 AM,2339,23,2316
1/10/2024 12:00:00 AM,1/19/2024 12:00:00 AM,2309,26,2283
1/10/2024 12:00:00 AM,1/20/2024 12:00:00 AM,2229,26,2203
1/10/2024 12:00:00 AM,1/21/2024 12:00:00 AM,1524,26,1498
1/10/2024 12:00:00 AM,1/22/2024 12:00:00 AM,2094,598,1496
1/10/2024 12:00:00 AM,1/23/2024 12:00:00 AM,1611,115,1496
1/10/2024 12:00:00 AM,1/24/2024 12:00:00 AM,1744,115,1629
1/10/2024 12:00:00 AM,1/25/2024 12:00:00 AM,1744,115,1629
1/10/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1704,118,1586
1/10/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1526,118,1408
1/10/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1526,118,1408
1/10/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1589,118,1471
1/10/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1586,115,1471
1/10/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1726,115,1611
1/10/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1726,115,1611
1/10/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1711,118,1593
1/10/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1705,118,1587
1/10/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1705,118,1587
1/10/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1946,26,1920
1/10/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1943,23,1920
1/10/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1943,23,1920
1/10/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1943,23,1920
1/10/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1928,26,1902
1/10/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1883,26,1857
1/10/2024 12:00:00 AM,2/11/2024 12:00:00 AM,1883,26,1857
1/10/2024 12:00:00 AM,2/12/2024 12:00:00 AM,2875,26,2849
1/10/2024 12:00:00 AM,2/13/2024 12:00:00 AM,2872,23,2849
1/10/2024 12:00:00 AM,2/14/2024 12:00:00 AM,2872,23,2849
1/10/2024 12:00:00 AM,2/15/2024 12:00:00 AM,2872,23,2849
1/10/2024 12:00:00 AM,2/16/2024 12:00:00 AM,2705,26,2679
1/10/2024 12:00:00 AM,2/17/2024 12:00:00 AM,2917,251,2666
1/10/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3419,251,3168
1/10/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4613,1382,3231
1/10/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5846,2071,3775
1/10/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5888,2071,3817
1/10/2024 12:00:00 AM,2/22/2024 12:00:00 AM,5846,2071,3775
1/10/2024 12:00:00 AM,2/23/2024 12:00:00 AM,5831,2074,3757
1/10/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7107,2074,5033
1/10/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7107,2074,5033
1/10/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7265,2074,5191
1/10/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7237,2071,5166
1/10/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7237,2071,5166
1/10/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7237,2071,5166
1/10/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8159,2415,5744
1/10/2024 12:00:00 AM,3/2/2024 12:00:00 AM,8312,2442,5870
1/10/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10010,3562,6448
1/10/2024 12:00:00 AM,3/4/2024 12:00:00 AM,11933,3563,8370
1/10/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12010,3640,8370
1/10/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12009,4400,7609
1/10/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12009,4400,7609
1/10/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12213,4553,7660
1/10/2024 12:00:00 AM,3/9/2024 12:00:00 AM,17184,8399,8785
1/10/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17957,8196,9761
1/10/2024 12:00:00 AM,3/11/2024 12:00:00 AM,18253,8276,9977
1/10/2024 12:00:00 AM,3/12/2024 12:00:00 AM,18337,8360,9977
1/10/2024 12:00:00 AM,3/13/2024 12:00:00 AM,18244,8449,9795
1/10/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17945,8528,9417
1/10/2024 12:00:00 AM,3/15/2024 12:00:00 AM,18315,8835,9480
1/10/2024 12:00:00 AM,3/16/2024 12:00:00 AM,21681,10766,10915
1/10/2024 12:00:00 AM,3/17/2024 12:00:00 AM,22925,11003,11922
1/10/2024 12:00:00 AM,3/18/2024 12:00:00 AM,23876,11758,12118
1/10/2024 12:00:00 AM,3/19/2024 12:00:00 AM,22994,11464,11530
1/10/2024 12:00:00 AM,3/20/2024 12:00:00 AM,22799,11375,11424
1/10/2024 12:00:00 AM,3/21/2024 12:00:00 AM,22052,11219,10833
1/10/2024 12:00:00 AM,3/22/2024 12:00:00 AM,22099,11266,10833
1/10/2024 12:00:00 AM,3/23/2024 12:00:00 AM,25851,12895,12956
1/10/2024 12:00:00 AM,3/24/2024 12:00:00 AM,27174,13401,13773
1/10/2024 12:00:00 AM,3/25/2024 12:00:00 AM,27699,13490,14209
1/10/2024 12:00:00 AM,3/26/2024 12:00:00 AM,27382,13337,14045
1/10/2024 12:00:00 AM,3/27/2024 12:00:00 AM,26422,12467,13955
1/10/2024 12:00:00 AM,3/28/2024 12:00:00 AM,26413,12467,13946
1/10/2024 12:00:00 AM,3/29/2024 12:00:00 AM,25693,11179,14514
1/10/2024 12:00:00 AM,3/30/2024 12:00:00 AM,28229,12644,15585
1/10/2024 12:00:00 AM,3/31/2024 12:00:00 AM,29663,13884,15779
1/10/2024 12:00:00 AM,4/1/2024 12:00:00 AM,30063,14322,15741
1/10/2024 12:00:00 AM,4/2/2024 12:00:00 AM,29054,14420,14634
1/10/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29609,14324,15285
1/10/2024 12:00:00 AM,4/4/2024 12:00:00 AM,30383,14304,16079
1/10/2024 12:00:00 AM,4/5/2024 12:00:00 AM,31848,15406,16442
1/10/2024 12:00:00 AM,4/6/2024 12:00:00 AM,38862,19590,19272
1/10/2024 12:00:00 AM,4/7/2024 12:00:00 AM,40715,21740,18975
1/10/2024 12:00:00 AM,4/8/2024 12:00:00 AM,40822,19782,21040
1/10/2024 12:00:00 AM,4/9/2024 12:00:00 AM,41582,20583,20999
1/10/2024 12:00:00 AM,4/10/2024 12:00:00 AM,41764,21364,20400
1/9/2024 12:00:00 AM,1/10/2024 12:00:00 AM,2203,23,2180
1/9/2024 12:00:00 AM,1/11/2024 12:00:00 AM,2203,23,2180
1/9/2024 12:00:00 AM,1/12/2024 12:00:00 AM,1442,26,1416
1/9/2024 12:00:00 AM,1/13/2024 12:00:00 AM,2147,26,2121
1/9/2024 12:00:00 AM,1/14/2024 12:00:00 AM,2184,26,2158
1/9/2024 12:00:00 AM,1/15/2024 12:00:00 AM,2327,26,2301
1/9/2024 12:00:00 AM,1/16/2024 12:00:00 AM,2324,23,2301
1/9/2024 12:00:00 AM,1/17/2024 12:00:00 AM,2339,23,2316
1/9/2024 12:00:00 AM,1/18/2024 12:00:00 AM,2339,23,2316
1/9/2024 12:00:00 AM,1/19/2024 12:00:00 AM,2309,26,2283
1/9/2024 12:00:00 AM,1/20/2024 12:00:00 AM,2229,26,2203
1/9/2024 12:00:00 AM,1/21/2024 12:00:00 AM,1524,26,1498
1/9/2024 12:00:00 AM,1/22/2024 12:00:00 AM,2094,598,1496
1/9/2024 12:00:00 AM,1/23/2024 12:00:00 AM,1611,115,1496
1/9/2024 12:00:00 AM,1/24/2024 12:00:00 AM,1744,115,1629
1/9/2024 12:00:00 AM,1/25/2024 12:00:00 AM,1744,115,1629
1/9/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1704,118,1586
1/9/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1526,118,1408
1/9/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1526,118,1408
1/9/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1589,118,1471
1/9/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1586,115,1471
1/9/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1726,115,1611
1/9/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1726,115,1611
1/9/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1711,118,1593
1/9/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1705,118,1587
1/9/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1705,118,1587
1/9/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1946,26,1920
1/9/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1943,23,1920
1/9/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1943,23,1920
1/9/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1943,23,1920
1/9/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1928,26,1902
1/9/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1883,26,1857
1/9/2024 12:00:00 AM,2/11/2024 12:00:00 AM,1883,26,1857
1/9/2024 12:00:00 AM,2/12/2024 12:00:00 AM,2875,26,2849
1/9/2024 12:00:00 AM,2/13/2024 12:00:00 AM,2872,23,2849
1/9/2024 12:00:00 AM,2/14/2024 12:00:00 AM,2872,23,2849
1/9/2024 12:00:00 AM,2/15/2024 12:00:00 AM,2872,23,2849
1/9/2024 12:00:00 AM,2/16/2024 12:00:00 AM,2705,26,2679
1/9/2024 12:00:00 AM,2/17/2024 12:00:00 AM,2917,251,2666
1/9/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3419,251,3168
1/9/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4613,1382,3231
1/9/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5846,2071,3775
1/9/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5846,2071,3775
1/9/2024 12:00:00 AM,2/22/2024 12:00:00 AM,5846,2071,3775
1/9/2024 12:00:00 AM,2/23/2024 12:00:00 AM,5831,2074,3757
1/9/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7107,2074,5033
1/9/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7107,2074,5033
1/9/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7265,2074,5191
1/9/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7237,2071,5166
1/9/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7237,2071,5166
1/9/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7237,2071,5166
1/9/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8159,2415,5744
1/9/2024 12:00:00 AM,3/2/2024 12:00:00 AM,8312,2442,5870
1/9/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10010,3562,6448
1/9/2024 12:00:00 AM,3/4/2024 12:00:00 AM,11933,3563,8370
1/9/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12010,3640,8370
1/9/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12009,4400,7609
1/9/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12009,4400,7609
1/9/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12213,4553,7660
1/9/2024 12:00:00 AM,3/9/2024 12:00:00 AM,17184,8399,8785
1/9/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17957,8196,9761
1/9/2024 12:00:00 AM,3/11/2024 12:00:00 AM,18253,8276,9977
1/9/2024 12:00:00 AM,3/12/2024 12:00:00 AM,18337,8360,9977
1/9/2024 12:00:00 AM,3/13/2024 12:00:00 AM,18244,8449,9795
1/9/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17945,8528,9417
1/9/2024 12:00:00 AM,3/15/2024 12:00:00 AM,18315,8835,9480
1/9/2024 12:00:00 AM,3/16/2024 12:00:00 AM,21681,10766,10915
1/9/2024 12:00:00 AM,3/17/2024 12:00:00 AM,22925,11003,11922
1/9/2024 12:00:00 AM,3/18/2024 12:00:00 AM,23876,11758,12118
1/9/2024 12:00:00 AM,3/19/2024 12:00:00 AM,22994,11464,11530
1/9/2024 12:00:00 AM,3/20/2024 12:00:00 AM,22799,11375,11424
1/9/2024 12:00:00 AM,3/21/2024 12:00:00 AM,22052,11219,10833
1/9/2024 12:00:00 AM,3/22/2024 12:00:00 AM,22099,11266,10833
1/9/2024 12:00:00 AM,3/23/2024 12:00:00 AM,25851,12895,12956
1/9/2024 12:00:00 AM,3/24/2024 12:00:00 AM,27174,13401,13773
1/9/2024 12:00:00 AM,3/25/2024 12:00:00 AM,27699,13490,14209
1/9/2024 12:00:00 AM,3/26/2024 12:00:00 AM,27382,13337,14045
1/9/2024 12:00:00 AM,3/27/2024 12:00:00 AM,26422,12467,13955
1/9/2024 12:00:00 AM,3/28/2024 12:00:00 AM,26413,12467,13946
1/9/2024 12:00:00 AM,3/29/2024 12:00:00 AM,25693,11179,14514
1/9/2024 12:00:00 AM,3/30/2024 12:00:00 AM,28229,12644,15585
1/9/2024 12:00:00 AM,3/31/2024 12:00:00 AM,29663,13884,15779
1/9/2024 12:00:00 AM,4/1/2024 12:00:00 AM,30063,14322,15741
1/9/2024 12:00:00 AM,4/2/2024 12:00:00 AM,29054,14420,14634
1/9/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29609,14324,15285
1/9/2024 12:00:00 AM,4/4/2024 12:00:00 AM,30383,14304,16079
1/9/2024 12:00:00 AM,4/5/2024 12:00:00 AM,31848,15406,16442
1/9/2024 12:00:00 AM,4/6/2024 12:00:00 AM,38862,19590,19272
1/9/2024 12:00:00 AM,4/7/2024 12:00:00 AM,40715,21740,18975
1/9/2024 12:00:00 AM,4/8/2024 12:00:00 AM,41398,20358,21040
1/9/2024 12:00:00 AM,4/9/2024 12:00:00 AM,42158,21159,20999
1/8/2024 12:00:00 AM,1/9/2024 12:00:00 AM,2272,23,2249
1/8/2024 12:00:00 AM,1/10/2024 12:00:00 AM,2248,23,2225
1/8/2024 12:00:00 AM,1/11/2024 12:00:00 AM,2248,23,2225
1/8/2024 12:00:00 AM,1/12/2024 12:00:00 AM,1487,26,1461
1/8/2024 12:00:00 AM,1/13/2024 12:00:00 AM,2192,26,2166
1/8/2024 12:00:00 AM,1/14/2024 12:00:00 AM,2184,26,2158
1/8/2024 12:00:00 AM,1/15/2024 12:00:00 AM,2327,26,2301
1/8/2024 12:00:00 AM,1/16/2024 12:00:00 AM,2324,23,2301
1/8/2024 12:00:00 AM,1/17/2024 12:00:00 AM,2339,23,2316
1/8/2024 12:00:00 AM,1/18/2024 12:00:00 AM,2339,23,2316
1/8/2024 12:00:00 AM,1/19/2024 12:00:00 AM,2309,26,2283
1/8/2024 12:00:00 AM,1/20/2024 12:00:00 AM,2229,26,2203
1/8/2024 12:00:00 AM,1/21/2024 12:00:00 AM,1524,26,1498
1/8/2024 12:00:00 AM,1/22/2024 12:00:00 AM,2094,598,1496
1/8/2024 12:00:00 AM,1/23/2024 12:00:00 AM,1611,115,1496
1/8/2024 12:00:00 AM,1/24/2024 12:00:00 AM,1744,115,1629
1/8/2024 12:00:00 AM,1/25/2024 12:00:00 AM,1744,115,1629
1/8/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1704,118,1586
1/8/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1526,118,1408
1/8/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1526,118,1408
1/8/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1589,118,1471
1/8/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1586,115,1471
1/8/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1726,115,1611
1/8/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1726,115,1611
1/8/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1711,118,1593
1/8/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1705,118,1587
1/8/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1705,118,1587
1/8/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1946,26,1920
1/8/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1943,23,1920
1/8/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1943,23,1920
1/8/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1943,23,1920
1/8/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1928,26,1902
1/8/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1883,26,1857
1/8/2024 12:00:00 AM,2/11/2024 12:00:00 AM,1883,26,1857
1/8/2024 12:00:00 AM,2/12/2024 12:00:00 AM,2875,26,2849
1/8/2024 12:00:00 AM,2/13/2024 12:00:00 AM,2872,23,2849
1/8/2024 12:00:00 AM,2/14/2024 12:00:00 AM,2872,23,2849
1/8/2024 12:00:00 AM,2/15/2024 12:00:00 AM,2872,23,2849
1/8/2024 12:00:00 AM,2/16/2024 12:00:00 AM,2705,26,2679
1/8/2024 12:00:00 AM,2/17/2024 12:00:00 AM,2917,251,2666
1/8/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3419,251,3168
1/8/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4568,1382,3186
1/8/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5801,2071,3730
1/8/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5801,2071,3730
1/8/2024 12:00:00 AM,2/22/2024 12:00:00 AM,5801,2071,3730
1/8/2024 12:00:00 AM,2/23/2024 12:00:00 AM,5786,2074,3712
1/8/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7062,2074,4988
1/8/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7062,2074,4988
1/8/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7220,2074,5146
1/8/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7192,2071,5121
1/8/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7192,2071,5121
1/8/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7192,2071,5121
1/8/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8114,2415,5699
1/8/2024 12:00:00 AM,3/2/2024 12:00:00 AM,8312,2442,5870
1/8/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10010,3562,6448
1/8/2024 12:00:00 AM,3/4/2024 12:00:00 AM,11933,3563,8370
1/8/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12010,3640,8370
1/8/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12009,4400,7609
1/8/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12009,4400,7609
1/8/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12213,4553,7660
1/8/2024 12:00:00 AM,3/9/2024 12:00:00 AM,16892,8107,8785
1/8/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17665,7904,9761
1/8/2024 12:00:00 AM,3/11/2024 12:00:00 AM,17961,7984,9977
1/8/2024 12:00:00 AM,3/12/2024 12:00:00 AM,18045,8068,9977
1/8/2024 12:00:00 AM,3/13/2024 12:00:00 AM,17952,8157,9795
1/8/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17653,8236,9417
1/8/2024 12:00:00 AM,3/15/2024 12:00:00 AM,18023,8543,9480
1/8/2024 12:00:00 AM,3/16/2024 12:00:00 AM,21389,10474,10915
1/8/2024 12:00:00 AM,3/17/2024 12:00:00 AM,22633,10711,11922
1/8/2024 12:00:00 AM,3/18/2024 12:00:00 AM,23584,11466,12118
1/8/2024 12:00:00 AM,3/19/2024 12:00:00 AM,22702,11172,11530
1/8/2024 12:00:00 AM,3/20/2024 12:00:00 AM,22507,11083,11424
1/8/2024 12:00:00 AM,3/21/2024 12:00:00 AM,21760,10927,10833
1/8/2024 12:00:00 AM,3/22/2024 12:00:00 AM,21807,10974,10833
1/8/2024 12:00:00 AM,3/23/2024 12:00:00 AM,25559,12603,12956
1/8/2024 12:00:00 AM,3/24/2024 12:00:00 AM,26882,13109,13773
1/8/2024 12:00:00 AM,3/25/2024 12:00:00 AM,27407,13198,14209
1/8/2024 12:00:00 AM,3/26/2024 12:00:00 AM,27090,13045,14045
1/8/2024 12:00:00 AM,3/27/2024 12:00:00 AM,26130,12175,13955
1/8/2024 12:00:00 AM,3/28/2024 12:00:00 AM,26121,12175,13946
1/8/2024 12:00:00 AM,3/29/2024 12:00:00 AM,25401,10887,14514
1/8/2024 12:00:00 AM,3/30/2024 12:00:00 AM,27937,12352,15585
1/8/2024 12:00:00 AM,3/31/2024 12:00:00 AM,29071,13292,15779
1/8/2024 12:00:00 AM,4/1/2024 12:00:00 AM,29471,13730,15741
1/8/2024 12:00:00 AM,4/2/2024 12:00:00 AM,28162,13528,14634
1/8/2024 12:00:00 AM,4/3/2024 12:00:00 AM,28717,13432,15285
1/8/2024 12:00:00 AM,4/4/2024 12:00:00 AM,29491,13412,16079
1/8/2024 12:00:00 AM,4/5/2024 12:00:00 AM,31256,14814,16442
1/8/2024 12:00:00 AM,4/6/2024 12:00:00 AM,38270,18998,19272
1/8/2024 12:00:00 AM,4/7/2024 12:00:00 AM,40123,21148,18975
1/8/2024 12:00:00 AM,4/8/2024 12:00:00 AM,41398,20358,21040
1/7/2024 12:00:00 AM,1/8/2024 12:00:00 AM,2248,23,2225
1/7/2024 12:00:00 AM,1/9/2024 12:00:00 AM,2272,23,2249
1/7/2024 12:00:00 AM,1/10/2024 12:00:00 AM,2248,23,2225
1/7/2024 12:00:00 AM,1/11/2024 12:00:00 AM,2248,23,2225
1/7/2024 12:00:00 AM,1/12/2024 12:00:00 AM,1487,26,1461
1/7/2024 12:00:00 AM,1/13/2024 12:00:00 AM,2192,26,2166
1/7/2024 12:00:00 AM,1/14/2024 12:00:00 AM,2184,26,2158
1/7/2024 12:00:00 AM,1/15/2024 12:00:00 AM,2327,26,2301
